"plot_plot_id","subplot_subp_id","_fwd_position","fwd_tran","fwd_tran_label","fwd_lfid","fwd_smallct","fwd_medct","fwd_lrgct","fwd_highct","fwd_highct_qualifier","fwd_highct_label"
"1712","1","4","4","315","1","26.0","0.0","5.0","","",""
"1712","2","1","1","45","1","36.0","7.0","2.0","","",""
"1712","2","2","2","135","1","16.0","3.0","0.0","","",""
"1712","2","3","3","225","1","13.0","0.0","0.0","","",""
"1712","2","4","4","315","1","19.0","0.0","1.0","","",""
"1712","3","1","1","45","1","7.0","1.0","1.0","","",""
"1712","3","2","2","135","1","24.0","1.0","1.0","","",""
"1712","3","3","3","225","1","20.0","1.0","1.0","","",""
"1712","3","4","4","315","1","17.0","1.0","0.0","","",""
"1712","4","1","1","45","1","7.0","1.0","0.0","","",""
"1712","4","2","2","135","1","16.0","1.0","0.0","","",""
"1712","4","3","3","225","1","7.0","3.0","0.0","","",""
"1712","4","4","4","315","1","13.0","1.0","0.0","","",""
"1712","5","1","1","45","1","15.0","2.0","1.0","","",""
"1712","5","2","2","135","1","10.0","5.0","2.0","","",""
"1712","5","3","3","225","1","13.0","2.0","1.0","","",""
"1712","5","4","4","315","1","22.0","2.0","0.0","","",""
"1715","2","1","1","45","1","0.0","0.0","","","",""
"1715","2","2","2","135","1","0.0","0.0","0.0","","",""
"1715","2","3","3","225","1","0.0","0.0","0.0","","",""
"1715","2","4","4","315","1","1.0","0.0","0.0","","",""
"1715","3","1","0","No woody debris observed","","","","","","",""
"1715","4","1","0","No woody debris observed","","","","","","",""
"1715","5","1","0","No woody debris observed","","","","","","",""
"1715","1","1","1","45","1","0.0","0.0","0.0","","",""
"1715","1","2","2","135","1","0.0","0.0","0.0","","",""
"1715","1","3","3","225","1","0.0","0.0","0.0","","",""
"1715","1","4","4","315","1","2.0","0.0","0.0","","",""
"1707","1","1","1","45","1","0.0","0.0","0.0","","",""
"1707","1","2","2","135","1","0.0","0.0","0.0","","",""
"1707","1","3","3","225","1","0.0","0.0","0.0","","",""
"1707","1","4","4","315","1","0.0","0.0","0.0","","",""
"1707","2","1","1","45","1","0.0","0.0","0.0","","",""
"1707","2","2","2","135","1","0.0","0.0","0.0","","",""
"1707","2","3","3","225","1","0.0","0.0","0.0","","",""
"1707","2","4","4","315","1","0.0","0.0","0.0","","",""
"1707","3","1","1","45","1","0.0","0.0","0.0","","",""
"1707","3","2","2","135","1","0.0","0.0","0.0","","",""
"1707","3","3","3","225","1","0.0","0.0","0.0","","",""
"1707","3","4","4","315","1","0.0","0.0","0.0","","",""
"1707","4","1","1","45","1","0.0","0.0","0.0","","",""
"1707","4","2","2","135","1","0.0","0.0","0.0","","",""
"1707","4","3","3","225","1","0.0","0.0","0.0","","",""
"1707","4","4","4","315","1","0.0","0.0","0.0","","",""
"1707","5","1","1","45","1","0.0","0.0","0.0","","",""
"1707","5","2","2","135","1","0.0","0.0","0.0","","",""
"1707","5","3","3","225","1","0.0","0.0","0.0","","",""
"1707","5","4","4","315","1","0.0","0.0","0.0","","",""
"1705","1","1","1","45","1","0.0","0.0","0.0","","",""
"1705","1","2","2","135","1","","","","","",""
"1705","1","3","3","225","1","0.0","0.0","0.0","","",""
"1705","1","4","4","315","1","0.0","0.0","0.0","","",""
"1705","2","1","1","45","1","0.0","0.0","0.0","","",""
"1705","2","2","2","135","1","0.0","0.0","0.0","","",""
"1705","2","3","3","225","1","0.0","0.0","0.0","","",""
"1705","2","4","4","315","1","0.0","0.0","0.0","","",""
"1705","3","1","1","45","1","0.0","0.0","0.0","","",""
"1705","3","2","2","135","1","0.0","0.0","0.0","","",""
"1705","3","3","3","225","1","0.0","0.0","0.0","","",""
"1705","3","4","4","315","1","0.0","0.0","0.0","","",""
"1705","4","1","1","45","1","0.0","0.0","0.0","","",""
"1705","4","2","2","135","1","0.0","0.0","0.0","","",""
"1705","4","3","3","225","1","0.0","0.0","0.0","","",""
"1705","4","4","4","315","1","0.0","0.0","0.0","","",""
"1705","5","1","1","45","1","0.0","0.0","0.0","","",""
"1705","5","2","2","135","1","19.0","5.0","0.0","","",""
"1705","5","3","3","225","1","0.0","0.0","0.0","","",""
"1705","5","4","4","315","1","0.0","0.0","0.0","","",""
"240","1","1","1","45","1","17.0","0.0","0.0","","",""
"240","1","2","2","135","1","0.0","0.0","0.0","","",""
"240","1","3","3","225","1","29.0","0.0","0.0","","",""
"240","1","4","4","315","1","2.0","0.0","0.0","","",""
"240","4","1","1","45","1","0.0","0.0","0.0","","",""
"240","4","2","2","135","1","4.0","0.0","0.0","","",""
"240","4","3","3","225","1","18.0","1.0","0.0","","",""
"240","4","4","4","315","1","9.0","0.0","0.0","","",""
"257","1","1","1","45","1","4.0","0.0","0.0","","",""
"257","1","2","2","135","1","0.0","0.0","0.0","","",""
"257","1","3","3","225","2","0.0","0.0","0.0","","",""
"257","1","4","4","315","2","0.0","0.0","0.0","","",""
"257","2","1","1","45","1","4.0","0.0","0.0","","",""
"257","2","2","2","135","1","6.0","0.0","0.0","","",""
"257","2","3","3","225","2","0.0","0.0","0.0","","",""
"257","2","4","4","315","2","0.0","0.0","0.0","","",""
"257","3","1","1","45","1","8.0","0.0","0.0","","",""
"257","3","2","2","135","1","4.0","0.0","0.0","","",""
"257","3","3","3","225","1","0.0","0.0","0.0","","",""
"257","3","4","4","315","1","7.0","0.0","0.0","","",""
"135","1","1","1","45","1","18.0","0.0","0.0","","",""
"135","1","2","2","135","1","12.0","0.0","0.0","","",""
"135","1","3","3","225","1","9.0","0.0","0.0","","",""
"135","1","4","4","315","1","15.0","0.0","0.0","","",""
"135","2","1","1","45","1","18.0","2.0","0.0","","",""
"135","2","2","2","135","1","12.0","1.0","0.0","","",""
"135","2","3","3","225","1","10.0","1.0","0.0","","",""
"135","2","4","4","315","1","10.0","0.0","","","",""
"135","3","1","1","45","1","13.0","2.0","0.0","","",""
"135","3","2","2","135","1","17.0","1.0","0.0","","",""
"135","3","3","3","225","1","9.0","0.0","0.0","","",""
"135","3","4","4","315","1","14.0","0.0","0.0","","",""
"135","4","1","1","45","1","14.0","0.0","","","",""
"135","4","2","2","135","1","11.0","6.0","0.0","","",""
"135","4","3","3","225","1","14.0","4.0","0.0","","",""
"135","4","4","4","315","1","11.0","0.0","0.0","","",""
"135","5","1","1","45","1","14.0","1.0","0.0","","",""
"135","5","2","2","135","1","19.0","0.0","0.0","","",""
"135","5","3","3","225","1","18.0","0.0","0.0","","",""
"135","5","4","4","315","1","6.0","0.0","0.0","","",""
"314","1","1","1","45","1","10.0","0.0","0.0","","",""
"314","1","2","2","135","1","5.0","0.0","0.0","","",""
"314","1","3","3","225","1","10.0","0.0","0.0","","",""
"314","1","4","4","315","1","25.0","0.0","0.0","","",""
"314","3","1","1","45","1","4.0","0.0","0.0","","",""
"314","3","2","2","135","1","12.0","0.0","0.0","","",""
"314","3","3","3","225","1","13.0","3.0","0.0","","",""
"314","3","4","4","315","1","10.0","0.0","0.0","","",""
"314","4","1","1","45","1","14.0","0.0","0.0","","",""
"314","4","2","2","135","1","6.0","0.0","0.0","","",""
"314","4","3","3","225","1","11.0","3.0","0.0","","",""
"314","4","4","4","315","1","21.0","4.0","0.0","","",""
"314","5","1","1","45","1","14.0","3.0","0.0","","",""
"314","5","2","2","135","1","18.0","5.0","0.0","","",""
"314","5","3","3","225","1","13.0","1.0","0.0","","",""
"314","5","4","4","315","1","10.0","3.0","0.0","","",""
"255","1","1","1","45","1","4.0","0.0","0.0","","",""
"255","1","2","2","135","1","2.0","0.0","0.0","","",""
"255","1","3","3","225","1","0.0","0.0","0.0","","",""
"255","1","4","4","315","1","6.0","0.0","0.0","","",""
"255","2","1","1","45","1","8.0","1.0","0.0","","",""
"255","2","2","2","135","1","2.0","0.0","0.0","","",""
"255","2","3","3","225","1","2.0","0.0","0.0","","",""
"255","2","4","4","315","1","3.0","0.0","1.0","","",""
"255","3","1","1","45","1","3.0","3.0","1.0","","",""
"255","3","2","2","135","1","4.0","2.0","0.0","","",""
"255","3","3","3","225","1","2.0","2.0","0.0","","",""
"255","3","4","4","315","1","5.0","3.0","1.0","","",""
"255","4","1","1","45","1","7.0","2.0","0.0","","",""
"255","4","2","2","135","1","3.0","0.0","0.0","","",""
"255","4","3","3","225","1","7.0","0.0","0.0","","",""
"255","4","4","4","315","1","8.0","3.0","2.0","","",""
"255","5","1","1","45","1","2.0","3.0","0.0","","",""
"255","5","2","2","135","1","1.0","1.0","0.0","","",""
"255","5","3","3","225","1","2.0","0.0","0.0","","",""
"255","5","4","4","315","1","4.0","1.0","1.0","","",""
"226","1","1","1","45","1","45.0","","","","",""
"226","1","2","2","135","1","29.0","","","","",""
"226","1","3","3","225","1","13.0","","","","",""
"226","1","4","4","315","1","16.0","","","","",""
"226","2","1","1","45","1","11.0","","","","",""
"226","2","2","2","135","1","17.0","","","","",""
"226","2","3","3","225","1","14.0","","","","",""
"226","2","4","4","315","1","16.0","","","","",""
"226","3","1","1","45","1","4.0","","","","",""
"226","3","2","2","135","1","4.0","","","","",""
"226","3","3","3","225","1","5.0","","","","",""
"226","3","4","4","315","1","9.0","","","","",""
"226","4","1","1","45","1","18.0","","","","",""
"226","4","2","2","135","1","21.0","","","","",""
"226","4","3","3","225","1","25.0","","","","",""
"226","4","4","4","315","1","7.0","","","","",""
"226","5","1","1","45","1","7.0","","","","",""
"226","5","2","2","135","1","5.0","","","","",""
"226","5","3","3","225","1","12.0","","","","",""
"226","5","4","4","315","1","16.0","","","","",""
"232","1","1","1","45","1","8.0","","","","",""
"232","1","2","2","135","1","2.0","","","","",""
"232","2","1","4","315","1","1.0","","","","",""
"232","3","1","1","45","1","3.0","","","","",""
"232","3","2","2","135","1","7.0","","","","",""
"232","4","1","1","45","1","5.0","","","","",""
"232","4","2","4","315","1","16.0","","","","",""
"232","5","1","3","225","1","4.0","","","","",""
"232","5","2","4","315","1","16.0","","","","",""
"236","1","1","1","45","1","0.0","","","","",""
"236","1","2","2","135","1","0.0","","","","",""
"236","1","3","3","225","1","5.0","","","","",""
"236","1","4","4","315","1","1.0","","","","",""
"236","2","1","3","225","1","3.0","","","","",""
"236","4","1","3","225","1","13.0","5.0","","","",""
"236","4","2","4","315","1","3.0","","","","",""
"236","5","1","2","135","1","10.0","","","","",""
"236","5","2","3","225","1","4.0","","","","",""
"303","1","1","1","45","1","8.0","0.0","0.0","","",""
"303","1","2","2","135","1","21.0","2.0","0.0","","",""
"303","1","3","3","225","1","25.0","0.0","0.0","","",""
"303","1","4","4","315","1","8.0","0.0","0.0","","",""
"303","2","1","1","45","1","18.0","7.0","","","",""
"303","2","2","2","135","1","12.0","1.0","0.0","","",""
"303","2","3","3","225","1","19.0","2.0","0.0","","",""
"303","2","4","4","315","1","9.0","","","","",""
"303","3","1","1","45","1","10.0","2.0","0.0","","",""
"303","3","2","2","135","1","8.0","0.0","0.0","","",""
"303","3","3","3","225","1","3.0","0.0","","","",""
"303","3","4","4","315","1","16.0","0.0","","","",""
"303","4","1","0","No woody debris observed","","","","","","",""
"303","5","1","0","No woody debris observed","","","","","","",""
"318","1","1","0","No woody debris observed","1","","","","","",""
"318","2","1","0","No woody debris observed","1","","","","","",""
"318","4","1","0","No woody debris observed","1","","","","","",""
"318","3","1","0","No woody debris observed","","","","","","",""
"318","5","1","0","No woody debris observed","1","","","","","",""
"317","1","1","1","45","1","","","","","",""
"317","2","1","1","45","1","8.0","1.0","0.0","","",""
"317","2","2","2","135","1","11.0","2.0","0.0","","",""
"317","2","3","3","225","1","10.0","2.0","0.0","","",""
"317","2","4","4","315","1","9.0","0.0","","","",""
"317","3","1","1","45","1","5.0","0.0","0.0","","",""
"317","3","2","2","135","1","8.0","2.0","0.0","","",""
"317","3","3","3","225","1","2.0","0.0","0.0","","",""
"317","3","4","4","315","1","5.0","0.0","0.0","","",""
"317","4","1","1","45","2","0.0","0.0","0.0","","",""
"317","4","2","2","135","2","8.0","0.0","","","",""
"317","4","3","3","225","2","0.0","0.0","","","",""
"317","4","4","4","315","2","0.0","0.0","0.0","","",""
"317","5","1","1","45","1","5.0","0.0","0.0","","",""
"317","5","2","2","135","1","4.0","0.0","","","",""
"317","5","3","3","225","1","3.0","0.0","0.0","","",""
"317","5","4","4","315","1","9.0","0.0","0.0","","",""
"238","1","1","1","45","1","3.0","0.0","0.0","","",""
"238","1","2","2","135","1","1.0","0.0","0.0","","",""
"238","1","3","3","225","1","4.0","1.0","0.0","","",""
"238","1","4","4","315","1","1.0","0.0","0.0","","",""
"238","2","1","1","45","1","5.0","1.0","0.0","","",""
"238","2","2","2","135","1","2.0","0.0","0.0","","",""
"238","2","3","3","225","1","2.0","1.0","0.0","","",""
"238","2","4","4","315","1","6.0","4.0","0.0","","",""
"238","3","1","1","45","1","7.0","2.0","0.0","","",""
"238","3","2","2","135","1","5.0","3.0","0.0","","",""
"238","3","3","3","225","1","0.0","0.0","0.0","","",""
"238","3","4","4","315","1","0.0","0.0","0.0","","",""
"238","4","1","1","45","1","2.0","0.0","0.0","","",""
"238","4","2","2","135","1","4.0","0.0","0.0","","",""
"238","4","3","3","225","1","1.0","1.0","0.0","","",""
"238","4","4","4","315","1","2.0","0.0","0.0","","",""
"238","5","1","1","45","1","2.0","0.0","0.0","","",""
"238","5","2","2","135","1","5.0","1.0","0.0","","",""
"238","5","3","3","225","1","6.0","3.0","0.0","","",""
"238","5","4","4","315","1","1.0","1.0","0.0","","",""
"315","1","1","1","45","1","2.0","0.0","0.0","","",""
"315","1","2","2","135","1","3.0","0.0","0.0","","",""
"315","1","3","3","225","1","17.0","0.0","0.0","","",""
"315","1","4","4","315","1","3.0","0.0","0.0","","",""
"315","2","1","1","45","1","11.0","0.0","0.0","","",""
"315","2","2","2","135","1","8.0","0.0","0.0","","",""
"315","2","3","3","225","1","10.0","0.0","0.0","","",""
"315","2","4","4","315","1","9.0","0.0","0.0","","",""
"315","3","1","1","45","1","24.0","0.0","0.0","","",""
"315","3","2","2","135","1","5.0","0.0","0.0","","",""
"315","3","3","3","225","1","7.0","0.0","0.0","","",""
"315","3","4","4","315","1","9.0","0.0","0.0","","",""
"315","4","1","1","45","1","3.0","0.0","0.0","","",""
"315","4","2","2","135","1","6.0","0.0","0.0","","",""
"315","4","3","3","225","1","11.0","0.0","0.0","","",""
"315","4","4","4","315","1","8.0","0.0","0.0","","",""
"315","5","1","1","45","1","13.0","0.0","0.0","","",""
"315","5","2","2","135","1","3.0","0.0","0.0","","",""
"315","5","3","3","225","1","2.0","0.0","0.0","","",""
"315","5","4","4","315","1","4.0","0.0","0.0","","",""
"316","1","1","1","45","2","3.0","1.0","0.0","","",""
"316","1","2","2","135","2","4.0","0.0","0.0","","",""
"316","1","3","3","225","2","6.0","0.0","0.0","","",""
"316","1","4","4","315","2","12.0","0.0","0.0","","",""
"316","2","1","1","45","1","11.0","0.0","0.0","","",""
"316","2","2","2","135","1","8.0","0.0","0.0","","",""
"316","2","3","3","225","1","10.0","0.0","0.0","","",""
"316","2","4","4","315","1","9.0","0.0","0.0","","",""
"316","3","1","0","No woody debris observed","","","","","","",""
"316","4","1","1","45","1","","0.0","","","",""
"316","4","2","2","135","1","2.0","0.0","0.0","","",""
"316","4","3","3","225","1","0.0","0.0","0.0","","",""
"316","4","4","4","315","1","3.0","0.0","0.0","","",""
"316","5","1","1","45","1","11.0","0.0","0.0","","",""
"316","5","2","2","135","1","6.0","0.0","0.0","","",""
"316","5","3","3","225","1","5.0","0.0","0.0","","",""
"316","5","4","4","315","1","8.0","0.0","0.0","","",""
"306","1","1","1","45","1","16.0","1.0","0.0","","",""
"306","1","2","2","135","1","19.0","0.0","0.0","","",""
"306","1","3","3","225","1","17.0","0.0","0.0","","",""
"306","1","4","4","315","1","13.0","0.0","0.0","","",""
"306","2","1","1","45","1","14.0","0.0","","","",""
"306","2","2","2","135","1","16.0","0.0","0.0","","",""
"306","2","3","3","225","1","7.0","0.0","0.0","","",""
"306","2","4","4","315","1","4.0","0.0","0.0","","",""
"306","3","1","1","45","1","9.0","0.0","0.0","","",""
"306","3","2","2","135","1","17.0","0.0","0.0","","",""
"306","3","3","3","225","1","12.0","0.0","","","",""
"306","3","4","4","315","1","16.0","0.0","0.0","","",""
"306","4","1","1","45","1","13.0","0.0","0.0","","",""
"306","4","2","2","135","1","23.0","2.0","0.0","","",""
"306","4","3","3","225","2","12.0","0.0","0.0","","",""
"306","4","4","4","315","1","13.0","0.0","0.0","","",""
"306","5","1","1","45","1","9.0","0.0","0.0","","",""
"306","5","2","2","135","1","16.0","0.0","0.0","","",""
"306","5","3","3","225","1","13.0","2.0","0.0","","",""
"306","5","4","4","315","1","15.0","1.0","0.0","","",""
"1521","1","1","1","45","1","1.0","","","","",""
"1521","1","2","2","135","1","3.0","","","","",""
"1521","1","3","3","225","1","1.0","2.0","","","",""
"1521","1","4","4","315","1","3.0","1.0","2.0","","",""
"1521","2","1","1","45","1","1.0","","4.0","","",""
"1521","2","2","2","135","1","5.0","","2.0","","",""
"1521","2","3","3","225","1","2.0","","","","",""
"1521","2","4","4","315","1","6.0","","1.0","","",""
"1521","3","1","1","45","1","2.0","","1.0","","",""
"1521","3","2","2","135","1","","","","","",""
"1521","3","3","3","225","1","1.0","","","","",""
"1521","3","4","4","315","1","1.0","","","","",""
"1521","4","1","1","45","1","1.0","","","","",""
"1521","4","2","2","135","1","","","1.0","","",""
"1521","4","3","3","225","","","","","","",""
"1521","4","4","4","315","1","2.0","","","","",""
"1521","5","1","1","45","","3.0","","","","",""
"1521","5","2","2","135","1","3.0","","1.0","","",""
"1521","5","3","3","225","1","","","1.0","","",""
"1521","5","4","4","315","1","2.0","","1.0","","",""
"1519","2","1","2","135","","1.0","","","","",""
"1519","2","2","3","225","","2.0","1.0","","","",""
"1519","4","1","4","315","2","1.0","","","","",""
"1519","5","1","1","45","1","1.0","","","","",""
"1519","5","2","3","225","1","7.0","","","","",""
"1519","5","3","4","315","1","5.0","","","","",""
"304","1","1","1","45","2","10.0","1.0","0.0","","",""
"304","1","2","2","135","2","14.0","3.0","","","",""
"304","1","3","3","225","2","18.0","1.0","0.0","","",""
"304","1","4","4","315","2","17.0","0.0","0.0","","",""
"304","2","1","1","45","1","8.0","0.0","0.0","","",""
"304","2","2","2","135","1","4.0","0.0","0.0","","",""
"304","2","3","3","225","1","8.0","0.0","0.0","","",""
"304","2","4","4","315","2","0.0","0.0","0.0","","",""
"304","3","1","1","45","1","11.0","0.0","0.0","","",""
"304","3","2","2","135","1","16.0","0.0","0.0","","",""
